Column 1	Column 2
I think that Tom lied to us.	Гадаю, Том нам збрехав.
I think that Tom likes Mary.	Мені здається, Тому подобається Мері.
I think that was really bad.	Я думаю, що це було дуже погано.
I think that you're correct.	Гадаю, ти маєш рацію.
I think that you're correct.	Гадаю, ви маєте рацію.
I think that's pretty clear.	Я думаю, це повністю зрозуміло.
I think that's pretty clear.	Думаю, що це абсолютно ясно.
I think that's pretty clear.	Гадаю, що це абсолютно зрозуміло.
I think they're working now.	Я думаю, вони зараз працюють.
I think this book is boring.	Я вважаю, що ця книжка нудна.
I think we forgot something.	Я думаю, ми щось забули.
I think we need to help Tom.	Гадаю, нам потрібно допомогти Тому.
I think we'd better do that.	Думаю, краще нам це зробити.
I think you should call Tom.	Я думаю, тобі треба зателефонувати Тому.
I think you should go there.	Думаю, тобі слід туди піти.
I think you should go there.	Думаю, тобі слід піти туди.
I think you should go there.	Думаю, вам слід піти туди.
I think you'll be impressed.	Гадаю, ти будеш вражений.
I think you'll be impressed.	Гадаю, ти будеш вражена.
I think you'll be impressed.	Гадаю, ви будете вражені.
I think you've been cheated.	Я думаю, тебе ошукали.
I think you've gone too far.	Я думаю, ти зайшов занадто далеко.
I think you've gone too far.	Я думаю, ви зайшли занадто далеко.
I think you've got problems.	Гадаю, у тебе проблеми.
I think you've got problems.	Гадаю, у вас проблеми.
I thought I could trust Tom.	Я думав, що можу Тому довіряти.
I thought I could trust Tom.	Я думала, що можу Тому довіряти.
I thought I could trust Tom.	Я думав, що можу довіритись Тому.
I thought I could trust Tom.	Я думала, що можу довіритись Тому.
I thought I knew everything.	Я думав, що знаю все.
I thought I knew everything.	Я думала, що знаю все.
I thought I was going crazy.	Я думав, що божеволію.
I thought I was going crazy.	Я думала, що божеволію.
I thought I'd take a chance.	Я подумав, що я ризикну.
I thought I'd take a chance.	Я подумала, що я ризикну.
I thought Tom was at school.	Я думав, що Том у школі.
I thought Tom was at school.	Я думала, що Том у школі.
I thought Tom was at school.	Я думав, Том у школі.
I thought Tom was at school.	Я думала, Том у школі.
I thought Tom was at school.	Я думав, Том в інституті.
I thought Tom was at school.	Я думала, Том в інституті.
I thought Tom was at school.	Я думав, що Том в інституті.
I thought Tom was at school.	Я думала, що Том в інституті.
I thought Tom was in danger.	Я думав, що Том у небезпеці.
I thought Tom was insincere.	Я думав, що Том нещирий.
I thought Tom would be last.	Я думав, Том буде останній.
I thought Tom would be last.	Я думала, Том буде останній.
I thought Tom would do that.	Я думав, що Том це зробить.
I thought Tom would do that.	Я думала, що Том це зробить.
I thought it was a bad idea.	Я думав, що це погана ідея.
I thought it was a bad idea.	Я вважав, що це погана ідея.
I thought that Tom had died.	Я думав, що Том помер.
I thought that Tom had died.	Я думала, що Том помер.
I thought that Tom had died.	Я думав, що Том загинув.
I thought that Tom had died.	Я думала, що Том загинув.
I thought that Tom had died.	Я подумав, що Том загинув.
I thought that Tom had died.	Я подумала що Том загинув.
I thought that Tom had died.	Я подумав, що Том помер.
I thought that Tom had died.	Я подумала, що Том помер.
I thought that Tom had left.	Я думав, що Том пішов.
I thought that Tom had left.	Я думала, що Том пішов.
I thought that Tom was busy.	Я думав, що Том зайнятий.
I thought that Tom was busy.	Я думала, що Том зайнятий.
I thought that Tom was dead.	Я вважав, що Том помер.
I thought that Tom was rich.	Я думала, що Том був багатий.
I thought that Tom was rich.	Я думав, що Том багатий.
I thought that Tom was rich.	Я думала, що Том багатий.
I thought that might happen.	Я подумав, що це може статися.
I thought that someone died.	Я подумав, що хтось помер.
I thought that someone died.	Я подумала, що хтось помер.
I thought that you hated me.	Я думав, що ти мене ненавидиш.
I thought that you hated me.	Я думала, що ти мене ненавидиш.
I thought that you hated me.	Я думав, що ви мене ненавидите.
I thought that you hated me.	Я думала, що ви мене ненавидите.
I thought that you liked me.	Я думав, я тобі подобаюся.
I thought that you were Tom.	Я думав, що ти Том.
I thought that you were Tom.	Я думала, що ти Том.
I thought that you were Tom.	Я думав, що ви Том.
I thought that you were Tom.	Я думала, що ви Том.
I thought you wouldn't mind.	Я думав, ти не заперечуватимеш.
I thought you wouldn't mind.	Я думала, ти не заперечуватимеш.
I thought you wouldn't mind.	Я подумав, що ти не будеш заперечувати.
I thought you wouldn't mind.	Я подумала, що ти не будеш заперечувати.
I told Tom I'd go to Boston.	Я сказав Тому, що поїду до Бостона.
I told Tom I'd go to Boston.	Я сказала Тому, що поїду до Бостона.
I told Tom not to tell Mary.	Я сказав Тому не казати Мері.
I told Tom that I had plans.	Я сказав Тому, що у мене є плани.
I told Tom that I had plans.	Я сказала Тому, що у мене є плани.
I told Tom that I had plans.	Я сказав Тому, що маю плани.
I told Tom that I had plans.	Я сказала Тому, що маю плани.
I told Tom that I was tired.	Я сказав Тому, що втомився.
I told Tom that I was tired.	Я сказала Тому, що втомилася.
I told Tom that I'd be late.	Я сказав Тому, що запізнюся.
I told Tom to stop drinking.	Я сказав Тому, щоб він кинув пити.
I told Tom to stop drinking.	Я сказала Тому, щоб він кинув пити.
I told Tom to take his time.	Я сказав Тому, щоб він не поспішав.
I told Tom to take his time.	Я сказала Тому, щоб він не поспішав.
I told him about our school.	Я розповів йому про нашу школу.
I told him to come visit us.	Я сказав йому, щоб він заходив до нас у гості.
I told them my name was Tom.	Я сказав їм, що мене звуть Том.
I told you I could find you.	Я ж сказав тобі, що можу тебе знайти.
I told you I could find you.	Я ж казала, що можу тебе знайти.
I told you I could help you.	Я ж сказав тобі, що зможу допомогти.
I told you I could help you.	Я ж сказала, що зможу тобі допомогти.
I tried solving the problem.	Я намагався вирішити цю задачу.
I tried to get here on time.	Я намагався встигнути сюди вчасно.
I tried to get here on time.	Я намагався потрапити сюди вчасно.
I tried to get here on time.	Я намагалася дістатися сюди вчасно.
I try to always be prepared.	Я намагаюся бути завжди готовим.
I try to keep a low profile.	Я намагаюся не світитися.
I turned off the microphone.	Я вимкнув мікрофон.
I turned the microphone off.	Я вимкнув мікрофон.
I understand Tom's position.	Я розумію позицію Тома.
I used to be quite handsome.	Я колись був доволі гарним.
I used to do that every day.	Я колись займався цим щодня.
I used to do that every day.	Я колись займалася цим щодня.
I used to feel the same way.	Я колись відчував те саме.
I used to have a girlfriend.	Колись у мене була дівчина.
I used to have a motorcycle.	У мене колись був мотоцикл.
I used to love to play jazz.	Раніше я обожнював грати джаз.
I used to pretend I was Tom.	Я колись удавав із себе Тома.
I used to pretend I was Tom.	Я колись удавала з себе Тома.
I usually go to bed at nine.	Я зазвичай іду спати о дев'ятій.
I usually wear dark clothes.	Я зазвичай ношу темний одяг.
I very seldom eat breakfast.	Я дуже рідко їм сніданок.
I visited my father's grave.	Я відвідав могилу батька.
I visited my father's grave.	Я сходив на могилу до батька.
I walked along the footpath.	Я пішов стежкою.
I want to be as tall as Tom.	Я хочу бути таким саме високим, як Том.
I want to be as tall as Tom.	Я хочу бути такою саме високою, як Том.
I want to be back in Boston.	Я хочу повернутися до Бостона.
I want to be back in Boston.	Я хочу знову бути в Бостоні.
I want to be there with Tom.	Я хочу бути там з Томом.
I want to become a mechanic.	Я хочу стати механіком.
I want to become an actress.	Я хочу стати актрисою.
I want to buy Tom a present.	Я хочу купити Тому подарунок.
I want to change my clothes.	Я хочу переодягнутися.
I want to close the account.	Я хочу закрити рахунок.
I want to cross this bridge.	Я хочу перейти на інший бік цього мосту.
I want to eat pizza tonight.	Сьогодні ввечері я хочу з'їсти піцу.
I want to get out of prison.	Я хочу вийти з в'язниці.
I want to go home and sleep.	Я хочу піти додому й поспати.
I want to go home and sleep.	Я хочу додому й спати.
I want to hire Tom and Mary.	Я хочу взяти на роботу Тома та Мері.
I want to know what happens.	Я хочу знати, що буде.
I want to know what happens.	Я хочу знати, що станеться.
I want to know where Tom is.	Я хотів би знати, де Том.
I want to know where Tom is.	Я хочу знати, де Том.
I want to know your opinion.	Я хочу знати твою думку.
I want to know your opinion.	Я хочу знати вашу думку.
I want to learn how to knit.	Я хочу навчитися в'язати.
I want to learn how to swim.	Хочу навчитися плавати.
I want to live in Australia.	Я хочу жити в Австралії.
I want to make a phone call.	Я хочу зателефонувати.
I want to rent out my house.	Я хочу здавати свій будинок.
I want to see him very much.	Я дуже хочу його бачити.
I want to see him very much.	Я дуже хочу з ним побачитися.
I want to speak to a lawyer.	Я хочу поговорити з адвокатом.
I want to study mathematics.	Я хочу вивчати математику.
I want to take this with me.	Я хочу взяти це з собою.
I want to talk to Tom alone.	Я хочу поговорити з Томом наодинці.
I want to talk to Tom first.	Спочатку я хочу поговорити з Томом.
I want to visit South Korea.	Я хочу відвідати Південну Корею.
I want to visit South Korea.	Я хочу побувати у Південній Кореї.
I want to work in Australia.	Я хочу працювати в Австралії.
I want to work in Australia.	Я хочу попрацювати в Австралії.
I want you to consider this.	Я хочу, щоб ти про це подумав.
I want you to consider this.	Я хочу, щоб ти це обміркував.
I want you to do me a favor.	Я хочу, щоб ти зробив мені послугу.
I want you to do me a favor.	Я хочу, щоб ви зробили мені послугу.
I want you to eat something.	Я хочу, щоб ти щось поїв.
I want you to make a choice.	Я хочу, щоб ти зробив вибір.
I want you to make a choice.	Я хочу, щоб ти зробила вибір.
I want you to make a choice.	Я хочу, щоб ви зробили вибір.
I want you to sing with Tom.	Я хочу, щоб ти заспівав разом із Томом.
I want you to sing with Tom.	Я хочу, щоб ти заспівала разом із Томом.
I want you to sing with Tom.	Я хочу, щоб ви заспівали разом із Томом.
I want your opinion on this.	Я хочу знати твою думку щодо цього.
I wanted to ask Tom a favor.	Я хотів попросити Тома про послугу.
I wanted to ask Tom a favor.	Я хотіла попросити Тома про послугу.
I wanted to be a journalist.	Я хотів бути журналістом.
I wanted to be a journalist.	Я хотіла бути журналістом.
I wanted to help my friends.	Я хотів допомогти своїм друзям.
I wanted to help my friends.	Я хотіла допомогти своїм друзям.
I wanted to help my friends.	Я хотів допомогти друзям.
I wanted to help my friends.	Я хотіла допомогти друзям.
I wanted to say I was sorry.	Я хотів сказати, що мені шкода.
I wanted to say I was sorry.	Я хотіла сказати, що мені шкода.
I warmed myself in the bath.	Я зігрівся у ванні.
I warmed myself in the bath.	Я зігрілася у ванні.
I warmed myself in the bath.	Я зігрілась у ванні.
I was Mr. Jackson's student.	Я був студентем пана Джексона.
I was Mr. Jackson's student.	Я був учнем пана Джексона.
I was Mr. Jackson's student.	Я була студенткою пана Джексона.
I was Mr. Jackson's student.	Я була ученицею пана Джексона.
I was able to pass the exam.	Я зміг здати екзамен.
I was able to pass the exam.	Я змогла здати екзамен.
I was able to pass the test.	Я зумів усішно скласти іспит.
I was always busy back then.	У той час я був завжди зайнятий.
I was as cool as a cucumber.	Я був абсолютно спокійний.
I was bitterly disappointed.	Я був гірко розчарований.
I was bitterly disappointed.	Я була гірко розчарована.
I was born on April 3, 1950.	Я народився 3-го квітня 1950-го року.
I was in Australia with Tom.	Я був у Австралії з Томом.
I was in Australia with Tom.	Я була в Австралії з Томом.
I was in the pool yesterday.	Вчора я був у басейні.
I was in the pool yesterday.	Вчора я була в басейні.
I was just about to do that.	Я якраз збирався зробити це.
I was only following orders.	Я тільки виконував накази.
I was scared out of my mind.	Я був переляканий всмерть.
I was scolded by my teacher.	Мене налаяв мій учитель.
I was talking about clothes.	Я говорив про одяг.
I was talking about clothes.	Я говорила про одяг.
I was tired, so I didn't go.	Я не пішов, бо був втомлений.
I was told never to do that.	Мені казали ніколи такого не робити.
I was trying to fall asleep.	Я намагався заснути.
I was trying to fall asleep.	Я намагалася заснути.
I wasn't able to find a job.	Я не зміг знайти роботу.
I wasn't able to find a job.	Я не змогла знайти роботу.
I wasn't able to rent a car.	Я не зміг взяти машину напрокат.
I wasn't able to rent a car.	Я не змогла взяти машину напрокат.
I wasn't allowed to see Tom.	Мені не дозволили побачити Тома.
I wasn't at home last night.	Вчора ввечері мене не було вдома.
I wasn't expecting visitors.	Я не очікував відвідувачів.
I wasn't expecting visitors.	Я не очікувала відвідувачів.
I wasn't in class yesterday.	Мене вчора не було на заняттях.
I wasn't there at that time.	Мене тоді там не було.
I wasn't trying to be funny.	Я не намагався бути смішним.
I went to Boston a week ago.	Я їздив до Бостона тиждень тому.
I went to Boston a week ago.	Я їздила до Бостона тиждень тому.
I went to a Catholic school.	Я ходив до католицької школи.
I went to a Catholic school.	Я ходила до католицької школи.
I will get it back from Tom.	Том мені це поверне.
I will make a video for you.	Я зроблю для тебе відео.
I will never be your friend.	Я ніколи не буду твоїм другом.
I will never be your friend.	Я ніколи не буду твоєю подругою.
I will not be free tomorrow.	Завтра я не буду вільний.
I will not see him any more.	Я більше його не побачу.
I will not see him any more.	Я його більше не побачу.
I will play soccer tomorrow.	Завтра я гратиму в футбол.
I will show you the picture.	Я тобі покажу фотографію.
I will show you the picture.	Я покажу тобі фотографію.
I will start after he comes.	Я почну, коли він прийде.
I will tell you if you wish.	Я розповім тобі, якщо бажаєш.
I wish I could do that, too.	Я б хотів, щоб я також це міг зробити.
I wish I could do that, too.	Я б хотіла, щоб я також це могла зробити.
I wish I could speak French.	Шкода, що я не говорю французькою.
I wish I could speak French.	Я б хотів уміти говорити французькою.
I wish I had a lot of money.	Хотів би я мати багато грошей.
I wish I had a lot of money.	Хотіла би я мати багато грошей.
I wish I had seen it before.	Шкода, що я не бачив цього раніше.
I wish I hadn't bought this.	Я шкодую, що купив це.
I wish I hadn't bought this.	Я шкодую, що купила це.
I wish I hadn't lied to Tom.	Я шкодую, що збрехав Тому.
I wish I hadn't lied to Tom.	Я шкодую, що збрехала Тому.
I wish I hadn't lied to Tom.	Якби ж тільки я не брехав Тому!
I wish I hadn't lied to Tom.	Якби ж тільки я не брехала Тому!
I wish I lived in Australia.	Хотів би я жити в Австралії.
I wish I lived in Australia.	Хотіла би я жити в Австралії.
I wish I lived in Australia.	Як шкода, що я не живу в Австралії.
I wish I were a good singer.	Хотів би я бути добрим співаком.
I wish I were a millionaire.	Я хотів би бути мільйонером.
I wish I were a millionaire.	Я хотіла би бути мільйонером.
I wish I were a millionaire.	Шкода, що я не мільйонер.
I wish I were more like Tom.	Я хотів би бути більше схожим на Тома.
I wish I were more like Tom.	Я хотіла би бути більше схожою на Тома.
I wish I'd known Tom better.	Я хотів би знати Тома краще.
I wish Tom were on our team.	Я хотів би, щоб Том був у нашій команді.
I wish Tom were on our team.	Я хотіла би, щоб Том був у нашій команді.
I wish Tom were on our team.	Шкода, що Тома немає в нашій команді.
I wish Tom were still alive.	Я би хотів, щоб Том все ще був живим.
I wish you had come with us.	Шкода, що ти не пішов з нами.
I wish you hadn't done that.	Шкода, що ти це зробив.
I wish you hadn't done that.	Шкода, що ти це зробила.
I wish you hadn't done that.	Шкода, що ви це зробили.
I won't be able to beat Tom.	Я не зможу перемогти Тома.
I won't be able to help you.	Я тобі не зможу допомогти.
I won't be able to help you.	Я вам не зможу допомогти.
I won't be at work tomorrow.	Завтра мене не буде на роботі.
I won't be back for a while.	Мене якийсь час не буде.
I won't be moving to Boston.	Я не переїджатиму до Бостона.
I won't be staying with you.	Я не залишуся у вас.
I won't eat breakfast today.	Я сьогодні не снідатиму.
I won't go unless I have to.	Я не піду, хіба що буду змушений.
I won't go unless I have to.	Я не піду, хіба що буду змушена.
I won't let anyone hurt Tom.	Я нікому не дозволю скривдити Тома.
I won't make dinner for you.	Я не буду готувати тобі обід.
I won't make dinner for you.	Я не готуватиму тобі обід.
I won't play games with you.	Я не гратиму з тобою в ігри.
I won't play games with you.	Я не гратиму з вами в ігри.
I won't tell Tom about that.	Я Тому про це не розповім.
I won't tell Tom about that.	Я Тому не розповім про це.
I won't try to convince Tom.	Я не буду намагатися переконати Тома.
I won't try to convince Tom.	Я не намагатимуся переконати Тома.
I won't try to persuade you.	Я не немагатимуся тебе переконати.
I won't try to persuade you.	Я не немагатимуся вас переконати.
I won't try to persuade you.	Я не немагатимуся тебе переконувати.
I won't try to persuade you.	Я не немагатимуся вас переконувати.
I wonder if Tom is reliable.	Я питаю себе, чи Тому можна довіряти.
I wonder if Tom is reliable.	Мені цікаво, чи Том надійний.
I wonder if Tom wants to go.	Мені цікаво, чи Том хоче піти.
I wonder if dinner is ready.	Цікаво, чи готова вже вечеря?
I wonder what Tom gave Mary.	Цікаво, що Том дав Мері.
I wonder what Tom would say.	Цікаво, що сказав би Том.
I wonder what impressed Tom.	Цікаво, що вразило Тома.
I wonder where Tom could be.	Мені цікаво, де може бути Том.
I wonder where he is hiding.	Мені цікаво, де він ховається.
I wonder where he is hiding.	Мені цікаво, де він переховується.
I wonder whether Tom drinks.	Мені цікаво, чи Том п'є.
I wonder whether Tom is mad.	Мені цікаво, чи Том сердитий.
I wonder whether Tom is mad.	Мені цікаво, чи Том сердитий, чи ні.
I wonder why Tom didn't win.	Цікаво, чому Том не переміг.
I wonder why Tom didn't win.	Цікаво, чому Том не виграв.
I wonder why Tom is so lazy.	Цікаво, чому Том такий ледачий.
I wonder why Tom isn't busy.	Цікаво, чому Том не зайнятий.
I wonder why Tom lied to us.	Мені цікаво, чому Том нам збрехав.
I wonder why Tom needs that.	Цікаво, навіщо Тому це потрібно.
I wonder why Tom needs that.	Мені цікаво, навіщо це потрібно Тому.
I wonder why Tom needs that.	Мені цікаво, навіщо це Тому.
I wonder why nobody told me.	Цікаво, як так вийшло, що ніхто мені не сказав.
I work at a hotel in Boston.	Я працюю в готелі в Бостоні.
I would like some envelopes.	Я хотів би купити кілька конвертів.
I would like to go with you.	Я хотів би піти з тобою.
I would like to go with you.	Я б хотів піти з тобою.
I would like to go with you.	Я хотіла би піти з тобою.
I would like to go with you.	Я хотів би піти з вами.
I would like to go with you.	Я хотіла би піти з вами.
I would rather stay at home.	Я би краще залишився вдома.
I wouldn't have bought that.	Я би цього не купував.
I'd have gone if I could've.	Я би пішов, якби міг.
I'd have gone if I could've.	Я би пішла, якби могла.
I'd like it if you did that.	Мені б хотілося, щоб ти це зробив.
I'd like it if you did that.	Мені б хотілося, щоб ви це зробили.
I'd like to buy half a cake.	Я хотів би купити пів торта.
I'd like to buy half a cake.	Я хотіла би купити пів торта.
I'd like to call my parents.	Я хотів би зателефонувати батькам.
I'd like to cash this check.	Я хотів би перевести цей чек у готівку.
I'd like to cash this check.	Я хотіла би перевести цей чек у готівку.
I'd like to do that someday.	Я б хотів це якось зробити.
I'd like to do that someday.	Я б хотіла це якось зробити.
I'd like to drink something.	Хочу чогось випити.
I'd like to join your group.	Я хотів би приєднатися до вашої групи.
I'd like to join your group.	Я б хотів долучитися до вашої групи.
I'd like to know what it is.	Я б хотів знати, що це таке.
I'd like to open an account.	Я хотів би відкрити рахунок.
I'd like to open an account.	Я хотіла би відкрити рахунок.
I'd like to see your sister.	Я хотів би побачити твою сестру.
I'd like to visit Australia.	Я би хотів відвідати Австралію.
I'd like you to participate.	Я б хотів, щоб ти прийняла участь.
I'd like you to sing a song.	Я хотів би, щоб ти заспівав пісню.
I'd like you to sing a song.	Я хотіла би, щоб ти заспівав пісню.
I'd like you to sing a song.	Я хотів би, щоб ти заспівала пісню.
I'd like you to sing a song.	Я хотіла би, щоб ти заспівала пісню.
I'd rather ride my own bike.	Я краще поїду на власному байку.
I'd visit Boston if I could.	Я б відвідав Бостон, якби міг.
I'd visit Boston if I could.	Я б відвідала Бостон, якби могла.
I'll arrive on October 20th.	Я приїду двадцятого жовтня.
I'll ask Tom for some money.	Я попрохаю у Тома трохи грошей.
I'll be away till Christmas.	Мене не буде до Різдва.
I'll be back by six o'clock.	Я повернуся до шостої години.
I'll be back by six o'clock.	Я повернуся до шостої.
I'll be back in ten minutes.	Я повернуся за десять хвилин.
I'll be back in ten minutes.	Повернуся за десять хвилин.
I'll be back within an hour.	Я повернуся протягом години.
I'll be busy this afternoon.	Сьогодні вдень я буду зайнятий.
I'll be busy this afternoon.	Сьогодні вдень я буду зайнята.
I'll be coming back tonight.	Я повернусь ввечері.
I'll be free all day Monday.	Я буду вільний весь день у понеділок.
I'll be free all day Monday.	Я буду вільна весь день у понеділок.
I'll be retiring in October.	Я піду на пенсію у жовтні.
I'll be seventeen next year.	Наступного року мені буде сімнадцять.
I'll be thirty next October.	Цього жовтня мені виповнюється тридцять.
I'll be thirty this October.	У жовтні мені буде 30.
I'll be thirty this October.	У жовтні мені буде тридцять.
I'll be thirty this October.	У жовтні мені виповниться тридцять.
I'll boil the beans for you.	Я зварю тобі квасолю.
I'll boil the beans for you.	Я зварю вам квасолю.
I'll bring it back tomorrow.	Я поверну його завтра.
I'll bring it back tomorrow.	Я поверну її завтра.
I'll buy a pair of scissors.	Я куплю ножиці.
I'll buy a watch for my son.	Я куплю годинник своєму сину.
I'll call Tom and apologize.	Я зателефоную Тому і вибачусь.
I'll come over this evening.	Я заскочу ввечері.
I'll do what has to be done.	Я зроблю те, що необхідно зробити.
I'll do what has to be done.	Я робитиму те, що необхідно робити.
I'll give the letter to Tom.	Я дам листа Тому.
I'll give you Tom's address.	Я тобі дам адресу Тома.
I'll give you Tom's address.	Я вам дам адресу Тома.
I'll help you park your car.	Я допоможу тобі припаркуватися.
I'll help you park your car.	Я вам допоможу припаркуватися.
I'll leave this work to you.	Я залишу цю роботу тобі.
I'll leave this work to you.	Я залишу цю роботу вам.
I'll leave this work to you.	Я лишу цю роботу тобі.
I'll leave this work to you.	Я лишу цю роботу вам.
I'll let you know on Monday.	Я дам тобі знати в понеділок.
I'll let you know on Monday.	Я повідомлю тобі в понеділок.
I'll mail this letter today.	Я відправлю цього листа сьогодні.
I'll never be able to sleep.	Я ніколи не зможу заснути.
I'll never get used to that.	Я ніколи до цього не звикну.
I'll never get used to this.	Я ніколи до цього не звикну.
I'll never understand women.	Я ніколи не зрозумію жінок.
I'll peel an orange for you.	Я тобі почищу апельсин.
I'll play football tomorrow.	Завтра я гратиму в футбол.
I'll put this in the fridge.	Я покладу це в холодильник.
I'll see you next Wednesday.	Побачимося наступної середи.
I'll start dieting tomorrow.	Я завтра сяду на дієту.
I'll start dieting tomorrow.	На дієту я сяду завтра.
I'll start my diet tomorrow.	Я завтра сідаю на дієту.
I'll start my diet tomorrow.	Я сяду на дієту завтра.
I'll start my diet tomorrow.	Завтра я сяду на дієту.
I'll take Tom along with us.	Я візьму Тома з нами.
I'll take one more question.	Я відповім на ще одне запитання.
I'll wait for you in Boston.	Я чекатиму на тебе в Бостоні.
I'm Tom's ex-wife's husband.	Я чоловік колишньої дружини Тома.
I'm a little angry with you.	Я трохи на тебе злюся.
I'm a native French speaker.	Я носій французької мови.
I'm a year younger than Tom.	Я на рік молодший від Тома.
I'm a year younger than Tom.	Я на рік молодша від Тома.
I'm a year younger than Tom.	Я на рік молодший, ніж Том.
I'm a year younger than Tom.	Я на рік молодша, ніж Том.
I'm accustomed to hard work.	Я звичний до тяжкої праці.
I'm accustomed to hard work.	Я звична до тяжкої праці.
I'm addicted to video games.	У мене залежність від відеоігор.
I'm afraid I can't help you.	Боюся, я не можу вам допомогти.
I'm afraid I can't help you.	Боюсь, я не можу допомогти вам.
I'm afraid I have no choice.	Боюся, я не маю вибору.
I'm afraid I have to go now.	Боюся, мені вже час іти.
I'm afraid I have to go now.	Боюся, мені вже час.
I'm afraid I have to refuse.	Боюся, я маю відмовитися.
I'm afraid I have to refuse.	Боюся, я маю відмовити.
I'm afraid it's unavoidable.	Боюся, це неминуче.
I'm afraid the line is busy.	На жаль, лінія занята.
I'm already late for school.	Я вже запізнився до школи.
I'm already late for school.	Я вже запізнилася до школи.
I'm beginning to understand.	Я починаю розуміти.
I'm being forced to do this.	Мене примушують це робити.
I'm being forced to do this.	Мене примушують цим займатися.
I'm better off in Australia.	Мені краще живеться в Австралії.
I'm certain of your success.	Я впевнений в твоєму успіху.
I'm certain that he'll come.	Я певен, що він прийде.
I'm certain that he'll come.	Я певна, що він прийде.
I'm certain that he'll come.	Я певен, що він приїде.
I'm certain that he'll come.	Я певна, що він приїде.
I'm convinced Tom is guilty.	Я переконаний у провині Тома.
I'm doing what I love to do.	Я роблю те, що люблю робити.
I'm doing what I love to do.	Я займаюся тим, чим обожнюю займатися.
I'm dying for frozen yogurt.	Вмираю, так хочу мороженого йогурта.
I'm familiar with your name.	Твоє ім'я мені знайоме.
I'm familiar with your name.	Ваше ім'я мені знайоме.
I'm familiar with your name.	Мені знайоме твоє ім'я.
I'm familiar with your name.	Мені знайоме ваше ім'я.
I'm fond of taking pictures.	Я люблю фотографувати.
I'm getting advice from Tom.	Мене консультує Том.
I'm getting advice from Tom.	Том дає мені поради.
I'm glad I was able to help.	Я радий, що зміг допомогти.
I'm glad I was able to help.	Я рада, що змогла допомогти.
I'm glad Mary isn't my wife.	Я радий, що Мері не моя дружина.
I'm glad Mary isn't my wife.	Я рада, що Мері не моя дружина.
I'm glad Tom is on our team.	Я радий, що Том у нас в команді.
I'm glad Tom is on our team.	Я рада, що Том у нас в команді.
I'm glad Tom is on our team.	Я радий, що Том у нашій команді.
I'm glad Tom is on our team.	Я рада, що Том у нашій команді.
I'm glad it makes you happy.	Я радий, що це тебе радує.
I'm glad it makes you happy.	Я рада, що це тебе радує.
I'm glad you're our teacher.	Я радий, що ти наш учитель.
I'm glad you're our teacher.	Я рада, що ви наш учитель.
I'm going to be an engineer.	Я буду інженером.
I'm going to crash at Tom's.	Я зупинюся у Тома.
I'm going to crash at Tom's.	Я переночую у Тома.
I'm going to go get dressed.	Я піду одягнуся.
I'm going to hit the shower.	Піду прийму душ.
I'm going to miss Tom a lot.	Мені дуже бракуватиме Тома.
I'm going to miss you a lot.	Я дуже сумуватиму за тобою.
I'm going to move to Boston.	Я переїду до Бостона.
I'm going to need your help.	Мені буде потрібна твоя допомога.
I'm going to need your help.	Мені буде потрібна ваша допомога.
I'm going to propose to her.	Я зроблю їй пропозицію.
I'm going to think about it.	Я подумаю про це.
I'm going to wait till 2:30.	Я чекатиму до 2:30.
I'm going to wait till 2:30.	Я зачекаю до 2:30.
I'm going to watch football.	Я дивитимуся футбол.
I'm happy we came to Boston.	Я радий, що ми приїхали до Бостона.
I'm happy we came to Boston.	Я рада, що ми приїхали до Бостона.
I'm hoping Tom will do that.	Сподіваюся, Том це зробить.
I'm in it for the long haul.	Я буду займатися цим до переможного кінця.
I'm in it for the long haul.	Я тут надовго.
I'm interested in computers.	Мене цікавлять комп'ютери.
I'm just looking, thank you.	Я просто дивлюся, дякую.
I'm just trying to find Tom.	Я просто намагаюся знайти Тома.
I'm just waiting for a call.	Я лише чекаю на дзвінок.
I'm leaving Boston tomorrow.	Я завтра їду з Бостона.
I'm looking for another job.	Я шукаю іншу роботу.
I'm more beautiful than you.	Я гарніша від тебе.
I'm more beautiful than you.	Я гарніший, ніж ти.
I'm more beautiful than you.	Я гарніша, ніж ви.
I'm more beautiful than you.	Я гарніший, ніж ви.
I'm neither rich not famous.	Я ані багатий, ані знаменитий.
I'm never going to love you.	Я тебе ніколи не кохатиму.
I'm never going to love you.	Я вас ніколи не покохаю.
I'm never helping you again.	Я тобі більше ніколи не допомагатиму.
I'm never helping you again.	Я вам більше ніколи не допомагатиму.
I'm never late for anything.	Я ніколи ні на що не запізнююся.
I'm not OK with this change.	Я не проти цієї зміни.
I'm not OK with this change.	Я не заперечую проти цієї зміни.
I'm not afraid of the devil.	Я не боюся диявола.
I'm not certain I trust Tom.	Я не певен, що довіряю Тому.
I'm not certain I trust Tom.	Я не певна, що довіряю Тому.
I'm not feeling very hungry.	Я не дуже голодний.
I'm not feeling very hungry.	Я не дуже голодна.
I'm not feeling well lately.	Останнім часом я не дуже добре почуваюся.
I'm not going to be a coach.	Я не збираюся бути тренером.
I'm not going to marry Mary.	Я не одружуся з Мері.
I'm not going to sing today.	Я сьогодні не співатиму.
I'm not going to wear a tie.	Я буду без краватки.
I'm not good at mathematics.	Я не дуже добре розуміюся на математиці.
I'm not here to replace Tom.	Я тут не для того, щоб замінити Тома.
